ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2012-05-23,32770.59794712976,23401.94024891151,32440.53163304701,32770.59794712976,32770.59794712976,-4873.773568452459,-4873.773568452459,-4873.773568452459,-4277.103578950561,-4277.103578950561,-4277.103578950561,-596.6699895018967,-596.6699895018967,-596.6699895018967,0.0,0.0,0.0,27896.824378677302
2012-05-24,32788.87866348436,23607.520986915562,32890.667221818265,32788.87866348436,32788.87866348436,-4628.908958026045,-4628.908958026045,-4628.908958026045,-4130.420461289534,-4130.420461289534,-4130.420461289534,-498.4884967365113,-498.4884967365113,-498.4884967365113,0.0,0.0,0.0,28159.969705458312
2012-05-25,32807.159379838944,27555.33107522733,36610.03593454117,32807.159379838944,32807.159379838944,-513.837573147039,-513.837573147039,-513.837573147039,-121.38056120617162,-121.38056120617162,-121.38056120617162,-392.4570119408674,-392.4570119408674,-392.4570119408674,0.0,0.0,0.0,32293.321806691903
2012-05-26,32825.44009619354,35207.78913356952,43939.52956180129,32825.44009619354,32825.44009619354,6879.745562047896,6879.745562047896,6879.745562047896,7159.294410474912,7159.294410474912,7159.294410474912,-279.5488484270171,-279.5488484270171,-279.5488484270171,0.0,0.0,0.0,39705.18565824143
2012-05-27,32843.720812548134,35233.06432751761,44037.54189367571,32843.720812548134,32843.720812548134,6592.37546325997,6592.37546325997,6592.37546325997,6753.263146075845,6753.263146075845,6753.263146075845,-160.8876828158744,-160.8876828158744,-160.8876828158744,0.0,0.0,0.0,39436.0962758081
2012-05-28,32862.00152890273,26992.615928555,35792.77855071276,32862.00152890273,32862.00152890273,-1462.021555320098,-1462.021555320098,-1462.021555320098,-1424.2972995596215,-1424.2972995596215,-1424.2972995596215,-37.724255760476716,-37.724255760476716,-37.724255760476716,0.0,0.0,0.0,31399.97997358263
2012-05-29,32880.28224525733,24195.244809241438,33435.20215799748,32880.28224525733,32880.28224525733,-3870.764830428377,-3870.764830428377,-3870.764830428377,-3959.3556555555674,-3959.3556555555674,-3959.3556555555674,88.59082512719043,88.59082512719043,88.59082512719043,0.0,0.0,0.0,29009.517414828955
2012-05-30,32898.56296161192,24539.737652844466,33050.37484449646,32898.56296161192,32898.56296161192,-4060.466153141066,-4060.466153141066,-4060.466153141066,-4277.103578949972,-4277.103578949972,-4277.103578949972,216.6374258089059,216.6374258089059,216.6374258089059,0.0,0.0,0.0,28838.09680847085
2012-05-31,32916.84367796652,24989.70621831214,33542.73570722956,32916.84367796652,32916.84367796652,-3785.4619483336787,-3785.4619483336787,-3785.4619483336787,-4130.42046129114,-4130.42046129114,-4130.42046129114,344.9585129574608,344.9585129574608,344.9585129574608,0.0,0.0,0.0,29131.38172963284
2012-06-01,32935.12439432111,28786.124562667912,37620.94000364096,32935.12439432111,32935.12439432111,350.7135727585233,350.7135727585233,350.7135727585233,-121.38056120268297,-121.38056120268297,-121.38056120268297,472.09413396120624,472.09413396120624,472.09413396120624,0.0,0.0,0.0,33285.837967079635
2012-06-02,32953.4051106757,36142.732255966475,45341.025939308805,32953.4051106757,32953.4051106757,7755.910177792154,7755.910177792154,7755.910177792154,7159.294410477887,7159.294410477887,7159.294410477887,596.6157673142674,596.6157673142674,596.6157673142674,0.0,0.0,0.0,40709.31528846786
2012-06-03,32971.6858270303,35945.66619831394,44645.799749017875,32971.6858270303,32971.6858270303,7470.42318806465,7470.42318806465,7470.42318806465,6753.263146069981,6753.263146069981,6753.263146069981,717.1600419946697,717.1600419946697,717.1600419946697,0.0,0.0,0.0,40442.109015094946
2012-06-04,32989.96654338489,27943.681065532684,36970.874713086574,32989.96654338489,32989.96654338489,-591.83646350052,-591.83646350052,-591.83646350052,-1424.2972995647021,-1424.2972995647021,-1424.2972995647021,832.4608360641821,832.4608360641821,832.4608360641821,0.0,0.0,0.0,32398.130079884373
2012-06-05,33008.24725973949,25311.077225755682,34261.510633691316,33008.24725973949,33008.24725973949,-3017.976848793233,-3017.976848793233,-3017.976848793233,-3959.3556555557675,-3959.3556555557675,-3959.3556555557675,941.3788067625354,941.3788067625354,941.3788067625354,0.0,0.0,0.0,29990.270410946254
2012-06-06,33026.527976094076,25491.98992096434,34200.376188075985,33026.527976094076,33026.527976094076,-3234.176103289689,-3234.176103289689,-3234.176103289689,-4277.10357894979,-4277.10357894979,-4277.10357894979,1042.9274756601014,1042.9274756601014,1042.9274756601014,0.0,0.0,0.0,29792.351872804385
2012-06-07,33044.80869244867,25405.272321983277,34348.5758624707,33044.80869244867,33044.80869244867,-2994.1253703159878,-2994.1253703159878,-2994.1253703159878,-4130.420461288778,-4130.420461288778,-4130.420461288778,1136.2950909727897,1136.2950909727897,1136.2950909727897,0.0,0.0,0.0,30050.68332213268
2012-06-08,33063.089408803266,30111.828527221212,38451.98905140672,33063.089408803266,33063.089408803266,1099.4810508719556,1099.4810508719556,1099.4810508719556,-121.38056120913257,-121.38056120913257,-121.38056120913257,1220.8616120810882,1220.8616120810882,1220.8616120810882,0.0,0.0,0.0,34162.57045967522
2012-06-09,33081.37012515786,37388.35232338471,45879.97618515265,33081.37012515786,33081.37012515786,8455.504715453386,8455.504715453386,8455.504715453386,7159.294410483305,7159.294410483305,7159.294410483305,1296.2103049700809,1296.2103049700809,1296.2103049700809,0.0,0.0,0.0,41536.87484061124
2012-06-10,33099.650841512455,36749.09457864796,45928.55479279286,33099.650841512455,33099.650841512455,8115.396743536729,8115.396743536729,8115.396743536729,6753.263146078233,6753.263146078233,6753.263146078233,1362.133597458498,1362.133597458498,1362.133597458498,0.0,0.0,0.0,41215.047585049186
2012-06-11,33117.93155786704,28612.53753192325,37501.82383510654,33117.93155786704,33117.93155786704,-5.664284646454432,-5.664284646454432,-5.664284646454432,-1424.2972995562925,-1424.2972995562925,-1424.2972995562925,1418.633014909838,1418.633014909838,1418.633014909838,0.0,0.0,0.0,33112.26727322059
2012-06-12,33136.21227422164,26325.944311562085,34727.11225181055,33136.21227422164,33136.21227422164,-2493.4424601680184,-2493.4424601680184,-2493.4424601680184,-3959.355655555628,-3959.355655555628,-3959.355655555628,1465.9131953876097,1465.9131953876097,1465.9131953876097,0.0,0.0,0.0,30642.76981405362
2012-06-13,33154.49299057623,26152.56773659035,34701.72440941503,33154.49299057623,33154.49299057623,-2772.7334163959395,-2772.7334163959395,-2772.7334163959395,-4277.103578949609,-4277.103578949609,-4277.103578949609,1504.3701625536692,1504.3701625536692,1504.3701625536692,0.0,0.0,0.0,30381.759574180294
2012-06-14,33172.77370693083,26086.47933821872,35008.13918201009,33172.77370693083,33172.77370693083,-2595.8462517850403,-2595.8462517850403,-2595.8462517850403,-4130.420461286415,-4130.420461286415,-4130.420461286415,1534.574209501375,1534.574209501375,1534.574209501375,0.0,0.0,0.0,30576.927455145786
2012-06-15,33191.05442328542,30142.19938962478,38956.03620153304,33191.05442328542,33191.05442328542,1435.8673505818929,1435.8673505818929,1435.8673505818929,-121.38056122079692,-121.38056122079692,-121.38056122079692,1557.24791180269,1557.24791180269,1557.24791180269,0.0,0.0,0.0,34626.92177386732
2012-06-16,33201.380725685034,37589.921265697114,46432.80549192266,33201.380725685034,33201.380725685034,8732.5343486864,8732.5343486864,8732.5343486864,7159.29441047411,7159.29441047411,7159.29441047411,1573.2399382122899,1573.2399382122899,1573.2399382122899,0.0,0.0,0.0,41933.915074371434
2012-06-17,33211.70702808464,37508.39012313047,46235.14641597169,33211.70702808464,33211.70702808464,8336.758604113553,8336.758604113553,8336.758604113553,6753.263146074171,6753.263146074171,6753.263146074171,1583.4954580393812,1583.4954580393812,1583.4954580393812,0.0,0.0,0.0,41548.46563219819
2012-06-18,33222.03333048426,28857.548328434343,38049.62887194792,33222.03333048426,33222.03333048426,164.72675150447014,164.72675150447014,164.72675150447014,-1424.2972995478817,-1424.2972995478817,-1424.2972995478817,1589.0240510523518,1589.0240510523518,1589.0240510523518,0.0,0.0,0.0,33386.76008198873
2012-06-19,33232.35963288386,26210.723368595827,35271.82518234956,33232.35963288386,33232.35963288386,-2368.4895500408743,-2368.4895500408743,-2368.4895500408743,-3959.355655555848,-3959.355655555848,-3959.355655555848,1590.8661055149735,1590.8661055149735,1590.8661055149735,0.0,0.0,0.0,30863.870082842986
2012-06-20,33242.68593528347,26176.579127234076,34780.78237750979,33242.68593528347,33242.68593528347,-2687.044839001738,-2687.044839001738,-2687.044839001738,-4277.103578950877,-4277.103578950877,-4277.103578950877,1590.058739949139,1590.058739949139,1590.058739949139,0.0,0.0,0.0,30555.641096281735
2012-06-21,33253.012237683084,26375.58714097945,35091.22721036544,33253.012237683084,33253.012237683084,-2542.818158504736,-2542.818158504736,-2542.818158504736,-4130.420461288022,-4130.420461288022,-4130.420461288022,1587.602302783286,1587.602302783286,1587.602302783286,0.0,0.0,0.0,30710.19407917835
2012-06-22,33263.33854008269,30199.66804604659,38997.76074305463,33263.33854008269,33263.33854008269,1463.0479291704305,1463.0479291704305,1463.0479291704305,-121.38056121470031,-121.38056121470031,-121.38056121470031,1584.4284903851308,1584.4284903851308,1584.4284903851308,0.0,0.0,0.0,34726.38646925312
2012-06-23,33273.6648424823,37766.716203187345,46553.06079014651,33273.6648424823,33273.6648424823,8740.665488795128,8740.665488795128,8740.665488795128,7159.294410479532,7159.294410479532,7159.294410479532,1581.371078315596,1581.371078315596,1581.371078315596,0.0,0.0,0.0,42014.33033127743
2012-06-24,33283.99114488191,36954.03311070213,46040.986356671136,33283.99114488191,33283.99114488191,8332.403330231102,8332.403330231102,8332.403330231102,6753.2631460701095,6753.2631460701095,6753.2631460701095,1579.1401841609925,1579.1401841609925,1579.1401841609925,0.0,0.0,0.0,41616.39447511301
2012-06-25,33294.31744728152,29201.695161689237,38053.30061178216,33294.31744728152,33294.31744728152,154.00357556680564,154.00357556680564,154.00357556680564,-1424.2972995529642,-1424.2972995529642,-1424.2972995529642,1578.30087511977,1578.30087511977,1578.30087511977,0.0,0.0,0.0,33448.32102284833
2012-06-26,33304.64374968113,26561.65500849192,35653.37272822598,33304.64374968113,33304.64374968113,-2380.0988528893718,-2380.0988528893718,-2380.0988528893718,-3959.3556555553278,-3959.3556555553278,-3959.3556555553278,1579.256802665956,1579.256802665956,1579.256802665956,0.0,0.0,0.0,30924.544896791755
2012-06-27,33314.970052080746,26334.356031772342,35278.14183017197,33314.970052080746,33314.970052080746,-2694.8641850580316,-2694.8641850580316,-2694.8641850580316,-4277.103578948838,-4277.103578948838,-4277.103578948838,1582.2393938908062,1582.2393938908062,1582.2393938908062,0.0,0.0,0.0,30620.105867022714
2012-06-28,33325.29635448035,26518.121470429876,34957.48368003525,33325.29635448035,33325.29635448035,-2543.1175022374305,-2543.1175022374305,-2543.1175022374305,-4130.42046128791,-4130.42046128791,-4130.42046128791,1587.3029590504798,1587.3029590504798,1587.3029590504798,0.0,0.0,0.0,30782.17885224292
2012-06-29,33335.62265687996,30528.22347135696,39282.9630025118,33335.62265687996,33335.62265687996,1472.9453312648714,1472.9453312648714,1472.9453312648714,-121.38056120860449,-121.38056120860449,-121.38056120860449,1594.3258924734757,1594.3258924734757,1594.3258924734757,0.0,0.0,0.0,34808.56798814483
2012-06-30,33345.94895927957,37754.90369089315,46368.737551665734,33345.94895927957,33345.94895927957,8762.312365271744,8762.312365271744,8762.312365271744,7159.294410482505,7159.294410482505,7159.294410482505,1603.0179547892387,1603.0179547892387,1603.0179547892387,0.0,0.0,0.0,42108.26132455132
2012-07-01,33356.275261679184,37611.239785928956,46294.19691328952,33356.275261679184,33356.275261679184,8366.196580206226,8366.196580206226,8366.196580206226,6753.263146064247,6753.263146064247,6753.263146064247,1612.933434141977,1612.933434141977,1612.933434141977,0.0,0.0,0.0,41722.47184188541
2012-07-02,33366.601564078795,28828.778221653654,37970.6054234824,33366.601564078795,33366.601564078795,199.19249889989965,199.19249889989965,199.19249889989965,-1424.2972995437535,-1424.2972995437535,-1424.2972995437535,1623.4897984436532,1623.4897984436532,1623.4897984436532,0.0,0.0,0.0,33565.7940629787
2012-07-03,33376.9278664784,26603.53989017906,35228.110773240456,33376.9278664784,33376.9278664784,-2325.364380068043,-2325.364380068043,-2325.364380068043,-3959.355655555548,-3959.355655555548,-3959.355655555548,1633.9912754875052,1633.9912754875052,1633.9912754875052,0.0,0.0,0.0,31051.563486410356
2012-07-04,33387.25416887801,26218.14261403685,35390.60882612509,33387.25416887801,33387.25416887801,-2633.4469406329054,-2633.4469406329054,-2633.4469406329054,-4277.103578950104,-4277.103578950104,-4277.103578950104,1643.6566383171994,1643.6566383171994,1643.6566383171994,0.0,0.0,0.0,30753.807228245107
2012-07-05,33397.58047127762,26297.19989928235,35205.50575647007,33397.58047127762,33397.58047127762,-2478.7701266939653,-2478.7701266939653,-2478.7701266939653,-4130.420461291767,-4130.420461291767,-4130.420461291767,1651.6503345978022,1651.6503345978022,1651.6503345978022,0.0,0.0,0.0,30918.810344583657
2012-07-06,33407.906773677234,30124.402058815715,39527.52872666337,33407.906773677234,33407.906773677234,1535.7354240711654,1535.7354240711654,1535.7354240711654,-121.38056120250742,-121.38056120250742,-121.38056120250742,1657.1159852736728,1657.1159852736728,1657.1159852736728,0.0,0.0,0.0,34943.6421977484
2012-07-07,33418.233076076845,37876.534489172525,46627.66316306843,33418.233076076845,33418.233076076845,8818.505603646076,8818.505603646076,8818.505603646076,7159.294410478203,7159.294410478203,7159.294410478203,1659.2111931678735,1659.2111931678735,1659.2111931678735,0.0,0.0,0.0,42236.73867972292
2012-07-08,33428.55937847646,37704.86118143706,46378.916217277016,33428.55937847646,33428.55937847646,8410.405695307807,8410.405695307807,8410.405695307807,6753.2631460743005,6753.2631460743005,6753.2631460743005,1657.1425492335059,1657.1425492335059,1657.1425492335059,0.0,0.0,0.0,41838.96507378426
2012-07-09,33438.88568087606,29250.356195689965,38147.54457596671,33438.88568087606,33438.88568087606,225.9024052204761,225.9024052204761,225.9024052204761,-1424.2972995496357,-1424.2972995496357,-1424.2972995496357,1650.1997047701118,1650.1997047701118,1650.1997047701118,0.0,0.0,0.0,33664.78808609654
2012-07-10,33449.21198327568,26285.452610883058,35522.871506913085,33449.21198327568,33449.21198327568,-2321.56826255997,-2321.56826255997,-2321.56826255997,-3959.3556555557684,-3959.3556555557684,-3959.3556555557684,1637.7873929957989,1637.7873929957989,1637.7873929957989,0.0,0.0,0.0,31127.64372071571
2012-07-11,33459.538285675284,26460.297617826873,35308.90081342823,33459.538285675284,33459.538285675284,-2657.6492461958524,-2657.6492461958524,-2657.6492461958524,-4277.103578949923,-4277.103578949923,-4277.103578949923,1619.454332754071,1619.454332754071,1619.454332754071,0.0,0.0,0.0,30801.889039479433
2012-07-12,33469.864588074895,26776.890093091188,35634.47042447077,33469.864588074895,33469.864588074895,-2535.5024315960477,-2535.5024315960477,-2535.5024315960477,-4130.420461291122,-4130.420461291122,-4130.420461291122,1594.9180296950744,1594.9180296950744,1594.9180296950744,0.0,0.0,0.0,30934.36215647885
2012-07-13,33480.19089047451,30437.463626884473,39450.17906846908,33480.19089047451,33480.19089047451,1442.7040425947528,1442.7040425947528,1442.7040425947528,-121.38056121417141,-121.38056121417141,-121.38056121417141,1564.0846038089242,1564.0846038089242,1564.0846038089242,0.0,0.0,0.0,34922.89493306926
2012-07-14,33490.51719287411,37974.703201922675,46472.89814611941,33490.51719287411,33490.51719287411,8686.357324081197,8686.357324081197,8686.357324081197,7159.294410481176,7159.294410481176,7159.294410481176,1527.0629136000205,1527.0629136000205,1527.0629136000205,0.0,0.0,0.0,42176.87451695531
2012-07-15,33500.84349527372,37380.93237963267,46048.128320807315,33500.84349527372,33500.84349527372,8237.43555854363,8237.43555854363,8237.43555854363,6753.263146068436,6753.263146068436,6753.263146068436,1484.1724124751925,1484.1724124751925,1484.1724124751925,0.0,0.0,0.0,41738.27905381735
2012-07-16,33511.169797673334,29022.837868509738,38100.77266700841,33511.169797673334,33511.169797673334,11.647057805514375,11.647057805514375,11.647057805514375,-1424.297299553917,-1424.297299553917,-1424.297299553917,1435.944357359431,1435.944357359431,1435.944357359431,0.0,0.0,0.0,33522.81685547885
2012-07-17,33521.496100072945,26763.295360996617,35287.06309321747,33521.496100072945,33521.496100072945,-2576.239467764796,-2576.239467764796,-2576.239467764796,-3959.3556555559894,-3959.3556555559894,-3959.3556555559894,1383.116187791193,1383.116187791193,1383.116187791193,0.0,0.0,0.0,30945.25663230815
2012-07-18,33531.82240247255,26368.603618538687,34781.27251415231,33531.82240247255,33531.82240247255,-2950.484478967797,-2950.484478967797,-2950.484478967797,-4277.103578950782,-4277.103578950782,-4277.103578950782,1326.6190999829853,1326.6190999829853,1326.6190999829853,0.0,0.0,0.0,30581.337923504754
2012-07-19,33542.14870487217,26286.158585960922,34909.96787252158,33542.14870487217,33542.14870487217,-2862.8614128250165,-2862.8614128250165,-2862.8614128250165,-4130.420461291012,-4130.420461291012,-4130.420461291012,1267.559048465995,1267.559048465995,1267.559048465995,0.0,0.0,0.0,30679.287292047153
2012-07-20,33552.47500727177,29992.759038033,39129.30049362931,33552.47500727177,33552.47500727177,1085.8110505527848,1085.8110505527848,1085.8110505527848,-121.38056120546878,-121.38056120546878,-121.38056120546878,1207.1916117582537,1207.1916117582537,1207.1916117582537,0.0,0.0,0.0,34638.28605782456
2012-07-21,33562.80130967139,37420.75038115413,46355.54622797602,33562.80130967139,33562.80130967139,8306.185762368596,8306.185762368596,8306.185762368596,7159.294410484152,7159.294410484152,7159.294410484152,1146.8913518844445,1146.8913518844445,1146.8913518844445,0.0,0.0,0.0,41868.987072039985
2012-07-22,33573.127612070995,36616.20290505549,45757.29750067064,33573.127612070995,33573.127612070995,7841.379620700314,7841.379620700314,7841.379620700314,6753.263146078492,6753.263146078492,6753.263146078492,1088.1164746218224,1088.1164746218224,1088.1164746218224,0.0,0.0,0.0,41414.50723277131
2012-07-23,33583.45391447061,28423.25921227121,37318.667676443256,33583.45391447061,33583.45391447061,-391.9275469017134,-391.9275469017134,-391.9275469017134,-1424.2972995447074,-1424.2972995447074,-1424.2972995447074,1032.3697526429937,1032.3697526429937,1032.3697526429937,0.0,0.0,0.0,33191.52636756889
2012-07-24,33593.78021687022,25963.50064359057,34880.91184888611,33593.78021687022,33593.78021687022,-2978.198853160819,-2978.198853160819,-2978.198853160819,-3959.3556555554683,-3959.3556555554683,-3959.3556555554683,981.1568023946494,981.1568023946494,981.1568023946494,0.0,0.0,0.0,30615.5813637094
2012-07-25,33604.10651926982,25855.204995786076,34623.038146683226,33604.10651926982,33604.10651926982,-3341.160675470273,-3341.160675470273,-3341.160675470273,-4277.1035789505995,-4277.1035789505995,-4277.1035789505995,935.9429034803268,935.9429034803268,935.9429034803268,0.0,0.0,0.0,30262.94584379955
2012-07-26,33614.432821669434,25763.926253300026,34850.32466646786,33614.432821669434,33614.432821669434,-3232.3108479823923,-3232.3108479823923,-3232.3108479823923,-4130.420461288649,-4130.420461288649,-4130.420461288649,898.1096133062566,898.1096133062566,898.1096133062566,0.0,0.0,0.0,30382.12197368704
2012-07-27,33624.759124069045,29968.87420462089,38752.905104772275,33624.759124069045,33624.759124069045,747.531896285586,747.531896285586,747.531896285586,-121.38056120197854,-121.38056120197854,-121.38056120197854,868.9124574875644,868.9124574875644,868.9124574875644,0.0,0.0,0.0,34372.291020354634
2012-07-28,33635.08542646866,37422.15427257403,46178.22736433336,33635.08542646866,33635.08542646866,8008.735377326324,8008.735377326324,8008.735377326324,7159.294410487125,7159.294410487125,7159.294410487125,849.4409668392,849.4409668392,849.4409668392,0.0,0.0,0.0,41643.82080379498
2012-07-29,33645.41172886826,37145.715515719814,45881.37400194762,33645.41172886826,33645.41172886826,7593.845430602662,7593.845430602662,7593.845430602662,6753.2631460849425,6753.2631460849425,6753.2631460849425,840.5822845177199,840.5822845177199,840.5822845177199,0.0,0.0,0.0,41239.25715947092
2012-07-30,33655.73803126788,28495.7742327775,37225.32712657996,33655.73803126788,33655.73803126788,-581.3078164857768,-581.3078164857768,-581.3078164857768,-1424.2972995497878,-1424.2972995497878,-1424.2972995497878,842.9894830640111,842.9894830640111,842.9894830640111,0.0,0.0,0.0,33074.4302147821
2012-07-31,33666.064333667484,26157.647589073993,35041.32719964095,33666.064333667484,33666.064333667484,-3102.3000428035207,-3102.3000428035207,-3102.3000428035207,-3959.355655556049,-3959.355655556049,-3959.355655556049,857.055612752528,857.055612752528,857.055612752528,0.0,0.0,0.0,30563.764290863965
2012-08-01,33676.390636067095,25596.430368737063,35028.96980874762,33676.390636067095,33676.390636067095,-3394.2092260540576,-3394.2092260540576,-3394.2092260540576,-4277.103578948561,-4277.103578948561,-4277.103578948561,882.894352894504,882.894352894504,882.894352894504,0.0,0.0,0.0,30282.181410013036
2012-08-02,33686.71693846671,26128.845907018364,34982.300822503574,33686.71693846671,33686.71693846671,-3210.0925006890607,-3210.0925006890607,-3210.0925006890607,-4130.420461290789,-4130.420461290789,-4130.420461290789,920.3279606017279,920.3279606017279,920.3279606017279,0.0,0.0,0.0,30476.624437777646
2012-08-03,33697.04324086631,30256.789392144183,39153.35100064938,33697.04324086631,33697.04324086631,847.5024506690204,847.5024506690204,847.5024506690204,-121.38056121364332,-121.38056121364332,-121.38056121364332,968.8830118826637,968.8830118826637,968.8830118826637,0.0,0.0,0.0,34544.54569153533
2012-08-04,33707.36954326593,37595.21487084809,46545.800221227255,33707.36954326593,33707.36954326593,8187.088623861849,8187.088623861849,8187.088623861849,7159.294410482823,7159.294410482823,7159.294410482823,1027.7942133790261,1027.7942133790261,1027.7942133790261,0.0,0.0,0.0,41894.45816712778
2012-08-05,33717.695845665534,36938.43760792267,45945.09472254427,33717.695845665534,33717.695845665534,7849.2794817698295,7849.2794817698295,7849.2794817698295,6753.263146080881,6753.263146080881,6753.263146080881,1096.0163356889498,1096.0163356889498,1096.0163356889498,0.0,0.0,0.0,41566.975327435364
2012-08-06,33728.022148065145,29065.39677275044,38073.084563133205,33728.022148065145,33728.022148065145,-252.05321201191146,-252.05321201191146,-252.05321201191146,-1424.29729955407,-1424.29729955407,-1424.29729955407,1172.2440875421585,1172.2440875421585,1172.2440875421585,0.0,0.0,0.0,33475.968936053236
2012-08-07,33738.34845046476,26630.70501082538,35359.6453734268,33738.34845046476,33738.34845046476,-2704.416134797536,-2704.416134797536,-2704.416134797536,-3959.355655555908,-3959.355655555908,-3959.355655555908,1254.939520758372,1254.939520758372,1254.939520758372,0.0,0.0,0.0,31033.93231566722
2012-08-08,33748.67475286437,26386.259967702514,35362.46564149706,33748.67475286437,33748.67475286437,-2934.737243350655,-2934.737243350655,-2934.737243350655,-4277.103578947971,-4277.103578947971,-4277.103578947971,1342.3663355973163,1342.3663355973163,1342.3663355973163,0.0,0.0,0.0,30813.937509513715
2012-08-09,33759.00105526397,26920.106951457496,35721.21304915901,33759.00105526397,33759.00105526397,-2697.7902100623332,-2697.7902100623332,-2697.7902100623332,-4130.420461290144,-4130.420461290144,-4130.420461290144,1432.6302512278103,1432.6302512278103,1432.6302512278103,0.0,0.0,0.0,31061.21084520164
2012-08-10,33769.32735766359,30445.095806674763,39221.41704505124,33769.32735766359,33769.32735766359,1402.343861463838,1402.343861463838,1402.343861463838,-121.3805612075471,-121.3805612075471,-121.3805612075471,1523.7244226713851,1523.7244226713851,1523.7244226713851,0.0,0.0,0.0,35171.67121912743
2012-08-11,33779.653660063195,37895.130646426325,46961.98469855528,33779.653660063195,33779.653660063195,8772.87313966947,8772.87313966947,8772.87313966947,7159.29441048335,7159.29441048335,7159.29441048335,1613.5787291861193,1613.5787291861193,1613.5787291861193,0.0,0.0,0.0,42552.52679973267
2012-08-12,33789.97996246281,37961.44580907056,46383.08375381666,33789.97996246281,33789.97996246281,8453.37478046925,8453.37478046925,8453.37478046925,6753.263146076819,6753.263146076819,6753.263146076819,1700.1116343924316,1700.1116343924316,1700.1116343924316,0.0,0.0,0.0,42243.35474293206
2012-08-13,33800.30626486242,29889.08008606479,38657.43503560418,33800.30626486242,33800.30626486242,356.98592980904374,356.98592980904374,356.98592980904374,-1424.297299559951,-1424.297299559951,-1424.297299559951,1781.2832293689949,1781.2832293689949,1781.2832293689949,0.0,0.0,0.0,34157.29219467146
2012-08-14,33807.15804772733,27489.375139198968,36103.983961203136,33807.15804772733,33807.15804772733,-2104.207636232341,-2104.207636232341,-2104.207636232341,-3959.3556555553873,-3959.3556555553873,-3959.3556555553873,1855.1480193230466,1855.1480193230466,1855.1480193230466,0.0,0.0,0.0,31702.95041149499
2012-08-15,33814.00983059225,27196.897617055525,35907.45770673424,33814.00983059225,33814.00983059225,-2357.197574869249,-2357.197574869249,-2357.197574869249,-4277.10357894924,-4277.10357894924,-4277.10357894924,1919.9060040799907,1919.9060040799907,1919.9060040799907,0.0,0.0,0.0,31456.812255723
2012-08-16,33820.861613457164,27305.21952188647,36113.02068270651,33820.861613457164,33820.861613457164,-2156.4698281648934,-2156.4698281648934,-2156.4698281648934,-4130.420461290033,-4130.420461290033,-4130.420461290033,1973.9506331251391,1973.9506331251391,1973.9506331251391,0.0,0.0,0.0,31664.39178529227
2012-08-17,33827.713396322084,31457.023180053748,39936.104813809565,33827.713396322084,33827.713396322084,1894.5317255950008,1894.5317255950008,1894.5317255950008,-121.38056120405763,-121.38056120405763,-121.38056120405763,2015.9122867990586,2015.9122867990586,2015.9122867990586,0.0,0.0,0.0,35722.24512191708
2012-08-18,33834.565179187004,38479.84422046026,47410.39982371956,33834.565179187004,33834.565179187004,9203.990455234543,9203.990455234543,9203.990455234543,7159.294410479048,7159.294410479048,7159.294410479048,2044.6960447554966,2044.6960447554966,2044.6960447554966,0.0,0.0,0.0,43038.555634421544
2012-08-19,33841.416962051924,38022.94561026825,46799.02566087961,33841.416962051924,33841.416962051924,8812.775794250336,8812.775794250336,8812.775794250336,6753.263146085071,6753.263146085071,6753.263146085071,2059.512648165266,2059.512648165266,2059.512648165266,0.0,0.0,0.0,42654.19275630226
2012-08-20,33848.268744916844,29806.00561705441,38697.019453641704,33848.268744916844,33848.268744916844,635.6044399497114,635.6044399497114,635.6044399497114,-1424.2972995507416,-1424.2972995507416,-1424.2972995507416,2059.901739500453,2059.901739500453,2059.901739500453,0.0,0.0,0.0,34483.873184866556
2012-08-21,33855.12052778176,27616.011823183424,36346.975286707646,33855.12052778176,33855.12052778176,-1913.6089872389764,-1913.6089872389764,-1913.6089872389764,-3959.3556555556074,-3959.3556555556074,-3959.3556555556074,2045.7466683166303,2045.7466683166303,2045.7466683166303,0.0,0.0,0.0,31941.511540542782
2012-08-22,33861.97231064668,27563.784923638308,36114.94197983584,33861.97231064668,33861.97231064668,-2259.823201345805,-2259.823201345805,-2259.823201345805,-4277.103578949058,-4277.103578949058,-4277.103578949058,2017.2803776032522,2017.2803776032522,2017.2803776032522,0.0,0.0,0.0,31602.149109300874
2012-08-23,33868.82409351159,27385.97186314585,36077.06041476284,33868.82409351159,33868.82409351159,-2155.338334478219,-2155.338334478219,-2155.338334478219,-4130.42046128992,-4130.42046128992,-4130.42046128992,1975.0821268117018,1975.0821268117018,1975.0821268117018,0.0,0.0,0.0,31713.48575903337
2012-08-24,33875.67587637651,31357.233558823853,39985.12002809452,33875.67587637651,33875.67587637651,1798.6844966249112,1798.6844966249112,1798.6844966249112,-121.38056119535379,-121.38056119535379,-121.38056119535379,1920.0650578202649,1920.0650578202649,1920.0650578202649,0.0,0.0,0.0,35674.36037300142
2012-08-25,33882.52765924142,38650.14177081289,47600.421356212166,33882.52765924142,33882.52765924142,9012.749272344758,9012.749272344758,9012.749272344758,7159.294410469851,7159.294410469851,7159.294410469851,1853.4548618749056,1853.4548618749056,1853.4548618749056,0.0,0.0,0.0,42895.27693158618
